time,t2m,msl,v10,u10,z500,z850,tp,q500,q850,t500,t850,r500,r,vo500,vo850,pv500,pv850,u500,u850,v500,v850,d2m,Precipitation
1958-01-01,-0.599361296622988,-349.782636088712,0.057457847460624,0.030402804454488,-341.345388104841,-287.186476184475,0.000916545687247,-0.000108838670947,1.12540696019066E-05,-0.024671000819069,-0.778763555711322,-1.21903887102681,7.44389853938933,1.85697396567951E-06,-4.33344841931396E-06,1.24457954136174E-07,-6.84684696609346E-08,-0.218904157800059,0.298242641312461,0.319974679026693,1.88562294047686,-0.739180041897669,82.3
1958-02-01,1.57379642609629,-493.16796875,0.659133301657294,1.70219437699885,-131.800592237902,-299.689909904233,0.003127352149139,0.000399439353421,0.000109441376539,1.27170045914187,1.32550024217176,0.844040593793309,6.10526447911416,-1.57632352663621E-05,-1.37111834566249E-05,-2.01624364917147E-07,-5.96943950327958E-08,7.09185716738143,11.9157899012489,0.032295226660227,-0.834709719784798,1.69300497731854,179.4
1958-03-01,-4.40332277359499,-461.871849798394,-0.570980736985803,-0.675173346794421,-1185.30619959677,-586.32958984375,-0.00070800610833,-0.000709305066736,-0.000149121109468,-3.92026347498739,-3.56883731965095,0.535933402276811,-3.30322382527013,7.63770216574431E-06,2.40271322950655E-05,3.84317786483734E-08,1.18998133669471E-07,-2.76715801175564,0.286086343949841,-1.06914626677791,-3.00698753758784,-3.90746725759197,27.6
1958-04-01,-2.77158331101941,27.6388608870911,-0.502665559656077,-0.029505570261409,-529.931262600803,-140.020177041331,0.000242628551449,-0.000413039421302,-5.70049127300961E-05,-3.14041728358114,-2.38330718009703,6.89865764494866,4.82476265199723,5.02750153869204E-06,8.51433031674597E-06,-7.56652145956915E-09,4.72687188888695E-08,-0.809763478836225,-1.25261830442375,-1.18364530395822,-1.84002345704263,-1.81798135080646,62.5
1958-05-01,1.45293549568424,75.0496471774241,0.493082622606908,0.678389719146634,470.619644657258,135.861847908267,-0.000160853746497,0.000496924096238,0.000141594014431,1.80723227224041,2.26430093088459,-2.21179236135175,-2.65702032273816,-1.35280691801375E-05,-1.71615017706934E-05,5.57187378959615E-08,-2.80496577935933E-08,3.16777860896001,6.61223147857574,1.10875561511784,3.5154715369065,1.91789147161666,77.2
1958-06-01,-1.10145371960056,-252.316784274197,0.111064821782131,0.00677716617863,-376.952431955644,-255.147082913307,0.000145892146975,-0.000560574368724,-3.99135573271423E-05,-1.03450848979332,-0.498894230011956,-1.08686293325117,-1.32075426655431,-3.41155061236012E-06,-6.92903505468636E-07,-3.68499674931949E-08,1.00410360456378E-08,0.401612884440129,0.518436393430156,0.249611508792206,0.92023065145458,-0.891316567697857,64.1
1958-07-01,-0.2682066886656,-172.914692540318,0.29591034456051,0.313130378610485,-136.477003528227,-153.950368573589,-0.000620083511627,-1.73900982425096E-05,-5.40572087160281E-05,-0.289997716103812,0.212545087260594,0.642619655978294,-2.4042299947431,-5.52001667793044E-06,-6.19474229882514E-06,-4.29783669585137E-09,-3.37954341214373E-08,1.31407229049552,0.399209049440198,0.75514661356987,2.18827223350414,0.516163979807232,73.5
1958-08-01,0.21745004961565,-232.938382056454,0.621306347690763,0.250827864233044,-98.2445186491968,-173.40617124496,-0.000667568142225,-0.000198417253071,3.21178081175012E-05,0.765180526241181,-0.046872046685962,-4.03875277119298,1.8734444033715,-5.91170858628644E-06,-4.56800047193302E-06,6.54102497184149E-08,-1.76061726344943E-08,1.83115122611484,3.18628096292096,1.26370260395831,1.69566310876079,0.818881127142163,70.7
1958-09-01,1.1938205842049,9.58669354839367,0.06607404324196,-0.26336336595517,273.701045866932,77.0206180695568,-0.001035455587102,5.14209706095918E-05,-0.000159910358038,1.46739738218247,1.26232787101497,-4.93449131135017,-12.7658994120936,1.91092691640308E-06,1.71771054716197E-06,4.22962046748639E-08,-3.36167019096108E-08,-0.106016020020169,1.24681682211738,0.385799113848817,-0.640203924909715,1.08896021689139,57
1958-10-01,-0.518557148594994,271.389112903227,-0.270110889668426,0.790849564807309,23.9410912298408,175.018129410282,0.000875138388965,-0.000165248421141,-7.82909393761187E-05,-0.717627740675425,-0.945339325935606,0.65479229342553,-0.846373096589119,-1.97749428588351E-06,-6.76154916429677E-07,-2.97814778143161E-08,1.37202886757985E-08,0.442825781326035,-2.21901579153153,-2.31921833393074,-2.73100856379155,-0.026992305632575,62.8
1958-11-01,0.337827620967744,342.650201612909,-1.17504620353781,-1.45523897239998,425.225365423386,248.091198336693,-0.001220028835251,0.000298236162522,-6.23377512261693E-05,0.480581960370444,0.765173142956144,4.45126145885837,-6.88718235877253,2.14656647255739E-05,9.88187067623732E-06,4.07542243450617E-07,1.27258066450233E-08,-6.24693046281895,-8.27684095021217,-0.733019117986964,2.11242059954712,1.06515749039187,22.7
1958-12-01,1.11021620227444,-969.077368951606,0.22545723708707,-0.132040168248838,-620.146169354841,-713.279092111896,0.00015886345805,3.02183945032376E-05,2.26676253782164E-05,0.708314957157256,0.447879668205019,-3.43173630006852,1.41816453010805,-2.18877369573625E-06,-5.21540167302566E-06,-1.76547233320068E-08,-6.99029875990633E-08,0.088363957020544,2.95626224240949,1.1374462614617,1.43869904140311,0.872778615643881,69.1
1959-01-01,-0.271388884513613,-439.727948588712,0.377683503493186,0.95908131702773,-649.829763104841,-366.504835559475,0.00027124461532,-0.000356743003302,-7.20431886410581E-05,-1.04218809066282,-1.98277356547695,-1.72767534563619,3.22962699397917,-8.04777258259316E-06,1.55762858955108E-07,-1.5072592510302E-07,-2.02636304295318E-08,2.79778466589989,3.9911623724526,0.063923973116964,-1.72066000897077,-0.616163684475794,64.4
1959-02-01,-0.588160361013081,1376.20703125,-0.528448924812819,-1.15397150892644,1555.5822202621,1147.12942603327,-0.001936260243266,-0.000495665716082,-0.00012161995795,2.92160280289187,2.03399633592176,-22.0503380683161,-23.1422635970577,6.51010262414832E-06,-3.74544983163017E-06,2.21031863321191E-07,-5.31098239222164E-08,-4.28087241719327,-5.68394357062155,-1.06479943582728,-1.00669105447108,-0.894275296118963,6
1959-03-01,2.32531492171751,-51.3327872983937,-0.038588920608163,-1.27306548217612,520.268019153227,133.40087890625,-0.000793628529796,0.000573760116353,0.000171121113629,3.16207295079386,2.22701534148186,-2.87165174176616,6.52747991008143,4.3823520997883E-06,2.08195669123306E-06,-4.67633753942209E-09,2.15714695998266E-08,-3.50985560830562,-1.91120455341954,1.578702458541,7.73756316736821,2.75629006662677,27.9
1959-04-01,1.22457147413684,-331.993951612909,0.54247271000678,0.499876360566686,35.3499873991968,-187.414708291331,-7.99962567285665E-05,0.000297482403356,1.13041638659554E-05,1.66579609532511,1.4637234595514,-2.96343341950447,-6.47109763853012,-9.17368288882824E-06,-8.29456968314125E-06,-1.47648593852981E-08,2.83868057375647E-09,1.62152822057326,0.703246125050129,0.447007332331381,-1.24336439274972,1.36430014333416,51.8
1959-05-01,0.130730905840494,-59.989415322576,-0.849176695029582,-1.18213636575327,-50.8022303427424,-38.895964591733,-0.000575715578311,4.4397874585083E-06,-5.44847777834343E-05,0.226421725365412,-0.289898287865412,-1.45521582326582,-0.976295225081906,1.67175918569052E-05,6.51862069664657E-06,9.12004567922967E-08,1.71285820222751E-08,-4.18524301274409,-4.51969219696137,-1.02606460773677,-2.00855771800683,-0.011399299867719,58
1959-06-01,0.290483536258819,150.745715725803,-0.362774289844017,-0.073972166726186,131.875693044356,129.233776461693,-0.000154617009684,1.8189526012828E-05,7.08203475486727E-05,0.0788032777848,0.105964168425544,-0.689249407860544,2.03918149394374,6.39054581639694E-06,-1.87775864213974E-06,3.90435852824017E-08,1.77337696069087E-08,-1.28414391811877,-3.29241684944399,-1.32394568180485,-2.13774160091435,-0.173237954416607,51.4
1959-07-01,2.01636972735002,55.7884324596816,0.03423364936269,-0.475390136354573,327.765183971773,132.993967363911,-0.001493245689949,0.00024018625188,-0.000173646710708,1.75236068233369,1.20058219663559,-5.42380185281077,-9.87195002648138,1.94867286800039E-06,-4.60446170894472E-06,5.49534645745464E-09,-1.24657370017831E-08,-1.49610217468392,-4.25923154046459,-0.452861914185867,-0.790363196831857,0.813893471994732,33
1959-08-01,-0.214160057806225,165.647555443546,-0.763946247257052,-0.464570551690075,68.6890751008032,116.09187563004,-0.000717140580227,-5.31774975599782E-05,-7.7670804345079E-05,-0.577074112430694,-0.101315406060962,1.3982284299789,-3.2947684872535,5.16334482140777E-06,6.64061905392681E-06,2.16781917434937E-08,3.55515757907978E-08,-2.98618275527993,-7.07583105852527,-1.69474687895948,-2.64663396841816,0.115939232610913,86.6
1959-09-01,0.674014676001775,236.703881048394,-0.73457640436508,-2.07030410034161,431.072139616932,243.967883694557,-0.002062365676524,-0.000759645507881,-0.000262585004807,1.22795646421372,0.8481738182806,-15.155881081858,-16.00220464891,9.85887105745435E-06,-1.43156569540606E-05,1.09622175251212E-07,-9.87549966676822E-08,-5.71913299961917,-5.50351004975457,-0.518293928167212,-2.81064138008702,-2.58468480263986,11.3
