time,t2m,tp,msl,v10,u10,z500,z850,q850,q500,t850,t500,r850,r500,vo850,vo500,pv850,pv500,u850,u500,v850,v500,d2m
1958-01-01,-0.2763593806776612,0.0010290136811225998,-366.5908430232521,0.04866034641515382,0.0967373085576434,-349.72756177325937,-292.1405341569771,-9.701039024823631e-05,8.512702553944507e-06,-0.06697827716203619,-0.7744637422783569,-0.87841504119163,6.82870740668718,1.9520880969562413e-06,-3.390583818007906e-06,8.799201945886274e-08,-6.554691499649231e-08,-0.07141927109901314,0.465067535985348,0.20726094758787822,1.6210158214319583,-0.3991926326307862
1958-02-01,1.7008596021075846,0.003052198774787749,-498.86900436045835,0.6716462060982404,1.7063326087108877,-141.88426598837395,-301.8711618822672,0.00039636515091758147,0.00010798714018080298,1.2351045830305338,1.280450510424231,0.957956092302183,5.824661964593929,-1.4931830265677597e-05,-1.401129903804092e-05,-1.992898128899173e-07,-6.169476605041275e-08,6.996066504179738,11.689257522655087,0.04564757818399474,-0.6982639099276344,1.7908587788426757
1958-03-01,-4.160609045694059,-0.0007328127949433618,-459.8488372092979,-0.595497939605699,-0.7477219377666019,-1123.4683866279083,-569.507403706395,-0.0007204260124803281,-0.00015225023610604014,-3.6224741381267904,-3.3338154637536377,-0.9352601517078512,-4.932433194892354,7.523844250920056e-06,2.324499875485767e-05,4.116692599212864e-08,1.1326252539473964e-07,-2.979063381982404,0.1442585324132164,-1.0888923215788118,-3.0474292095317397,-3.785753117051229
1958-04-01,-2.306131052416447,4.5670456317968046e-05,69.60973837209167,-0.5324774986284591,-0.13468927110350404,-405.4938226744198,-80.21473019622135,-0.00038126864752104127,-5.9212710935795695e-05,-2.654315327489087,-1.9675977839980021,5.251291141953573,2.41354618516079,5.523728125525807e-06,8.61626753259432e-06,-3.921219648725302e-09,5.0707921995718766e-08,-1.0942668876675672,-1.366898452473241,-1.1683407256942848,-1.8329783172108407,-1.614910746729663
1958-05-01,1.714956594067928,-3.3083166060752546e-05,87.52234738372499,0.49161307818018074,0.7248739099433256,522.9735646802292,157.99822856104583,0.0005541368019442222,0.000151296254507331,2.025326750999284,2.491156999454944,-2.465884630070178,-3.4006967766340424,-1.3623999142361943e-05,-1.8002313223262738e-05,2.8454816756070522e-08,-2.741396220107014e-08,3.2788577948718567,6.590941481812056,1.0223029847148546,3.3966176433618678,2.1450358546057373
1958-06-01,-0.6018769020258219,-5.7844315157380265e-05,-241.93422965116042,0.08410379780066568,-0.046147396484779724,-278.1974018895344,-222.3917605377901,-0.00044692642337014477,-3.1541568649456246e-05,-0.5403513353924154,-0.08815144383629558,-2.125107343806775,-2.999560067819992,-3.98140653601331e-06,-2.591388687675177e-06,-5.2359342288222835e-08,7.953142516652012e-09,0.356993302081571,0.9728858082793481,0.2565048812173827,0.7840978905212047,-0.5553943722746908
1958-07-01,0.11422942405522463,-0.000645534963845167,-190.09901889534376,0.3173071687477966,0.2793715646447137,-89.74082485464896,-148.35853470203438,5.354636976885249e-05,-3.245683267799225e-05,0.10023392078488769,0.47563490756721194,-0.4474260197129354,-2.78262870256291,-5.629021958423986e-06,-6.4833131706653905e-06,-1.610474325473684e-08,-2.7497120818013582e-08,1.2038985418025838,0.35469570825266317,0.7996023950535198,2.5486490323619786,0.6913239235101969
1958-08-01,0.5245815543241292,-0.0006216241257958289,-239.07612645348127,0.6604091789313526,0.2599731067975246,-49.564589389534376,-161.94131540697708,-0.0001239584174093809,5.078426058685711e-05,1.09037319449493,0.19185407771618657,-4.737163100131724,1.5575980252997823,-5.913230874876865e-06,-4.619278550487865e-06,5.6051734127534064e-08,-1.203356141347684e-08,1.8663572060853935,3.3413189677304995,1.3509980477392673,2.161987136962802,1.0387722281522542
1958-09-01,1.252642964207837,-0.0010202005112998533,32.23037790697708,-0.01735801024492395,-0.31817259760790095,298.84965479651146,98.46945403342943,5.697852087228807e-05,-0.0001684914621914368,1.453512502271053,1.336582272551766,-4.809316058491547,-13.537952777951261,3.2590318776487416e-06,3.271448097391015e-06,3.293777959422799e-08,-2.3515813048762463e-08,-0.47182598389511865,0.6289007164711169,0.19157852306095668,-0.8830578386090523,1.130128372547233
1958-10-01,-0.2813096157340169,0.0008326127704200441,272.71021075581666,-0.2801243382571048,0.7365584370008734,60.16787790697708,189.49411791424427,-0.0001085980600395867,-7.212531162685781e-05,-0.5248469862826823,-0.7827709109284058,0.4679051776265055,-1.4564796270326141,-1.920327041568462e-06,-1.952460646079584e-07,-5.435583650365135e-08,1.766778194546217e-08,0.36111670728166434,-1.860651519409446,-2.3885916795494944,-2.883553160982596,0.24666790629544266
1958-11-01,0.689747655114445,-0.0012208873847347878,325.8432049418625,-1.2115122188142564,-1.4840569766671505,483.9136082848854,256.8897847020344,0.00037960713555993016,-5.0988342737519105e-05,0.91685024527618,1.051952273346643,3.8916094580362,-7.462353462396663,2.1099147827128965e-05,9.83251413138765e-06,3.7022283153376966e-07,1.6736315279389532e-08,-6.476084539883359,-8.645345967869426,-0.7915498588320821,2.495588248812182,1.4869377668513835
1958-12-01,1.419689799464038,0.00018092704636348033,-887.0514171511604,0.23910077414367092,-0.10387514878151027,-532.4675690406948,-635.6869095203492,4.754771023642197e-05,2.0559684936563593e-05,0.8592366063317627,0.49944145734920653,-3.586631065191227,1.0125637498012807,-2.572949685949171e-06,-5.49691873530378e-06,-6.597817477889953e-08,-6.795150265726227e-08,0.127809295127558,2.797263913376387,1.1271082816082378,1.3324790486069613,1.2418993572856039
1959-01-01,0.04578417400983881,0.00038731543057554836,-457.0517805232521,0.37004501476537355,1.027340455110683,-657.5869367732594,-372.2010810319771,-0.00035204772220188106,-7.373498425125905e-05,-1.0839765681776612,-1.971790402434607,-1.5275925924611613,2.696325967478195,-7.360982125604541e-06,1.2656561622417597e-06,-1.6354425856978957e-07,-1.7648205997364463e-08,2.9478459037667095,4.170073181737301,-0.05552025520524312,-1.994613851572192,-0.2880781306776612
1959-02-01,-0.4671701830486654,-0.002000587894906138,1373.4044331395417,-0.5389918587928595,-1.1659752581008647,1551.600109011626,1148.3397756177328,-0.0005014300438423835,-0.00012257864338692363,2.915951750999284,1.9997040504632935,-22.065790398176333,-23.36672902661701,5.554318703534485e-06,-4.244506465122571e-06,1.9278579286968356e-07,-5.7001517593879566e-08,-4.460705037207105,-5.960827449726504,-1.0672710818606754,-0.8428943420565407,-0.8004803324854493
1959-03-01,2.562962731649691,-0.000796033299614697,-50.528524709297926,-0.06330784024714037,-1.3276884083657765,576.3167696220917,148.70451035610495,0.0005618640773951316,0.00016562808656978402,3.4326100903888346,2.43441878917605,-4.22407088168832,4.856835298759989,3.946168466847857e-06,1.634882704460916e-06,-1.519298340881975e-09,1.742830128277157e-08,-3.6621793411498844,-2.01539179336193,1.5988462162095793,7.779890412508055,2.874555720839396
