Date,Precipitation
2001-01-01,-2.641269841269832
2001-02-01,-17.688888888888883
2001-03-01,82.90634920634923
2001-04-01,16.395238095238092
2001-05-01,-48.973015873015896
2001-06-01,-16.18253968253967
2001-07-01,-16.907936507936526
2001-08-01,-50.54444444444446
2001-09-01,55.5984126984127
2001-10-01,-5.849206349206341
2001-11-01,43.72539682539684
2001-12-01,27.30952380952381
2002-01-01,-40.04126984126983
2002-02-01,61.21111111111112
2002-03-01,62.10634920634922
2002-04-01,-9.604761904761908
2002-05-01,11.92698412698411
2002-06-01,-32.28253968253968
2002-07-01,75.49206349206348
2002-08-01,34.55555555555554
2002-09-01,16.5984126984127
2002-10-01,60.450793650793656
2002-11-01,77.62539682539685
2002-12-01,-10.490476190476187
2003-01-01,16.05873015873017
2003-02-01,-46.58888888888888
2003-03-01,-57.993650793650765
2003-04-01,-26.104761904761904
2003-05-01,14.126984126984098
2003-06-01,-26.882539682539672
2003-07-01,-38.80793650793652
2003-08-01,-60.54444444444446
2003-09-01,-42.601587301587294
2003-10-01,39.950793650793656
2003-11-01,-23.47460317460316
2003-12-01,-36.79047619047619
2004-01-01,64.35873015873017
2004-02-01,-31.188888888888883
2004-03-01,-33.29365079365077
2004-04-01,-11.004761904761907
2004-05-01,-2.2730158730158934
2004-06-01,-52.68253968253968
2004-07-01,-26.10793650793652
2004-08-01,33.35555555555554
2004-09-01,3.198412698412703
2004-10-01,10.250793650793653
2004-11-01,-23.574603174603162
2004-12-01,-20.29047619047619
2005-01-01,6.658730158730165
2005-02-01,11.01111111111112
2005-03-01,4.7063492063492305
2005-04-01,38.095238095238095
2005-05-01,10.42698412698411
2005-06-01,-38.982539682539674
2005-07-01,42.69206349206347
2005-08-01,-16.14444444444446
2005-09-01,3.7984126984127045
2005-10-01,-27.34920634920634
2005-11-01,-33.07460317460316
2005-12-01,-6.490476190476187
2006-01-01,-42.04126984126983
2006-02-01,-9.288888888888877
2006-03-01,21.906349206349233
2006-04-01,13.9952380952381
2006-05-01,32.92698412698411
2006-06-01,-54.68253968253968
2006-07-01,-22.707936507936523
2006-08-01,82.05555555555554
2006-09-01,-28.601587301587294
2006-10-01,-4.849206349206341
2006-11-01,-30.674603174603163
2006-12-01,-45.99047619047619
2007-01-01,13.858730158730168
2007-02-01,33.411111111111126
2007-03-01,-10.693650793650768
2007-04-01,-54.404761904761905
2007-05-01,89.22698412698409
2007-06-01,-0.3825396825396723
2007-07-01,-11.807936507936518
2007-08-01,27.45555555555555
2007-09-01,1.9984126984127073
2007-10-01,-54.549206349206344
2007-11-01,19.125396825396834
2007-12-01,-10.390476190476193
2008-01-01,-23.54126984126983
2008-02-01,-2.188888888888883
2008-03-01,52.70634920634923
2008-04-01,36.2952380952381
2008-05-01,-56.1730158730159
2008-06-01,-18.382539682539672
2008-07-01,-33.40793650793652
2008-08-01,19.155555555555537
2008-09-01,-5.401587301587298
2008-10-01,28.450793650793656
2008-11-01,-25.074603174603162
2008-12-01,-12.290476190476184
2009-01-01,-38.341269841269835
2009-02-01,-12.288888888888877
2009-03-01,43.00634920634923
2009-04-01,-29.904761904761905
2009-05-01,49.526984126984104
2009-06-01,10.717460317460322
2009-07-01,49.092063492063474
2009-08-01,-34.344444444444456
2009-09-01,-37.101587301587294
2009-10-01,14.350793650793662
2009-11-01,10.925396825396831
2009-12-01,-3.8904761904761926
2010-01-01,-6.341269841269835
2010-02-01,12.911111111111126
2010-03-01,-20.393650793650764
2010-04-01,-36.50476190476191
2010-05-01,64.5269841269841
2010-06-01,-20.082539682539675
2010-07-01,-22.607936507936515
2010-08-01,46.65555555555554
2010-09-01,1.198412698412703
2010-10-01,-21.949206349206342
2010-11-01,27.52539682539684
2010-12-01,38.709523809523816
2011-01-01,19.05873015873017
2011-02-01,-52.18888888888888
2011-03-01,-57.993650793650765
2011-04-01,-32.1047619047619
